:::MLLOG {"namespace": "", "time_ms": 1633370674470, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 375}}
:::MLLOG {"namespace": "", "time_ms": 1633370674597, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "oc20", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 376}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "LBNL", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 377}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 378}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 379}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "SUBMISSION_PLATFORM_PLACEHOLDER", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 380}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 383}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "POINT_IN_TIME", "key": "number_of_ranks", "value": 512, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 390}}
:::MLLOG {"namespace": "", "time_ms": 1633370674598, "event_type": "POINT_IN_TIME", "key": "number_of_nodes", "value": 128, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 391}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "accelerators_per_node", "value": 4, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 392}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "seed", "value": 3, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 395}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 2048, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 396}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "train_samples", "value": 2000000, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 398}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 999866, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 399}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "opt_name", "value": "AdamW", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 400}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 0.0016, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 401}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 3908, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 402}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_factor", "value": 0.2, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 403}}
:::MLLOG {"namespace": "", "time_ms": 1633370674599, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_boundary_steps", "value": [23448, 31264], "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 404}}
:::MLLOG {"namespace": "", "time_ms": 1633370674600, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_factor", "value": 0.1, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 405}}
:::MLLOG {"namespace": "", "time_ms": 1633370674600, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 408}}
:::MLLOG {"namespace": "", "time_ms": 1633370674600, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 409}}
:::MLLOG {"namespace": "", "time_ms": 1633370674600, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 437, "epoch_num": 1}}
:::MLLOG {"namespace": "", "time_ms": 1633370812583, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 511, "epoch_num": 1}}
:::MLLOG {"namespace": "", "time_ms": 1633370915543, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 518, "epoch_num": 1}}
:::MLLOG {"namespace": "", "time_ms": 1633370915543, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.06439711859466345, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 520, "epoch_num": 1}}
:::MLLOG {"namespace": "", "time_ms": 1633370915766, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 565, "epoch_num": 1}}
:::MLLOG {"namespace": "", "time_ms": 1633370915767, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 437, "epoch_num": 2}}
:::MLLOG {"namespace": "", "time_ms": 1633371031586, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 511, "epoch_num": 2}}
:::MLLOG {"namespace": "", "time_ms": 1633371100459, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 518, "epoch_num": 2}}
:::MLLOG {"namespace": "", "time_ms": 1633371100460, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.06032318749152864, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 520, "epoch_num": 2}}
:::MLLOG {"namespace": "", "time_ms": 1633371100705, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 565, "epoch_num": 2}}
:::MLLOG {"namespace": "", "time_ms": 1633371100706, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 437, "epoch_num": 3}}
:::MLLOG {"namespace": "", "time_ms": 1633371251410, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 511, "epoch_num": 3}}
:::MLLOG {"namespace": "", "time_ms": 1633371323679, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/benchmarks/ocp/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 518, "epoch_num": 3}}
